prefecture,year,population,capital,region,estimated_area,island
Hyogo-ken,1875,852422,Kobe-shi,Kansai,8396.16,Honshu
Hyogo-ken,1876,863784,Kobe-shi,Kansai,8396.16,Honshu
Hyogo-ken,1877,1343758,Kobe-shi,Kansai,8396.16,Honshu
Hyogo-ken,1878,1357377,Kobe-shi,Kansai,8396.16,Honshu
Hyogo-ken,1879,1370720,Kobe-shi,Kansai,8396.16,Honshu
Hyogo-ken,1880,1391928,Kobe-shi,Kansai,8396.16,Honshu
Hyogo-ken,1881,1406613,Kobe-shi,Kansai,8396.16,Honshu
Hyogo-ken,1882,1419421,Kobe-shi,Kansai,8396.16,Honshu
Hyogo-ken,1883,1433355,Kobe-shi,Kansai,8396.16,Honshu
Hyogo-ken,1884,1448199,Kobe-shi,Kansai,8396.16,Honshu
Hyogo-ken,1885,1458647,Kobe-shi,Kansai,8396.16,Honshu
Hyogo-ken,1886,1466102,Kobe-shi,Kansai,8396.16,Honshu
Hyogo-ken,1886.9167,1480685,Kobe-shi,Kansai,8396.16,Honshu
Hyogo-ken,1887.9167,1499704,Kobe-shi,Kansai,8396.16,Honshu
Hyogo-ken,1888.9167,1521817,Kobe-shi,Kansai,8396.16,Honshu
Hyogo-ken,1889.9167,1541731,Kobe-shi,Kansai,8396.16,Honshu
Hyogo-ken,1890.9167,1551367,Kobe-shi,Kansai,8396.16,Honshu
Hyogo-ken,1891.9167,1562323,Kobe-shi,Kansai,8396.16,Honshu
Hyogo-ken,1892.9167,1576970,Kobe-shi,Kansai,8396.16,Honshu
Hyogo-ken,1893.9167,1581525,Kobe-shi,Kansai,8396.16,Honshu
Hyogo-ken,1894.9167,1595428,Kobe-shi,Kansai,8396.16,Honshu
Hyogo-ken,1895.9167,1610829,Kobe-shi,Kansai,8396.16,Honshu
Hyogo-ken,1896.9167,1631241,Kobe-shi,Kansai,8396.16,Honshu
Hyogo-ken,1897.9167,1652366,Kobe-shi,Kansai,8396.16,Honshu
Hyogo-ken,1898.9167,1717634,Kobe-shi,Kansai,8396.16,Honshu
Hyogo-ken,1903.9167,1833957,Kobe-shi,Kansai,8396.16,Honshu
Hyogo-ken,1908.9167,1982983,Kobe-shi,Kansai,8396.16,Honshu
Hyogo-ken,1913.9167,2143791,Kobe-shi,Kansai,8396.16,Honshu
Hyogo-ken,1918.9167,2321053,Kobe-shi,Kansai,8396.16,Honshu
Hyogo-ken,1920.75,2301799,Kobe-shi,Kansai,8396.16,Honshu
Hyogo-ken,1925.75,2454679,Kobe-shi,Kansai,8396.16,Honshu
Hyogo-ken,1930.75,2646301,Kobe-shi,Kansai,8396.16,Honshu
Hyogo-ken,1935.75,2923249,Kobe-shi,Kansai,8396.16,Honshu
Hyogo-ken,1940.75,3221232,Kobe-shi,Kansai,8396.16,Honshu
Hyogo-ken,1944.25,3224376,Kobe-shi,Kansai,8396.16,Honshu
Hyogo-ken,1945.8333,2821892,Kobe-shi,Kansai,8396.16,Honshu
Hyogo-ken,1946.3333,2826192,Kobe-shi,Kansai,8396.16,Honshu
Hyogo-ken,1947.75,3057444,Kobe-shi,Kansai,8396.16,Honshu
Hyogo-ken,1948.5833,3156888,Kobe-shi,Kansai,8396.16,Honshu
Hyogo-ken,1950.75,3309935,Kobe-shi,Kansai,8396.16,Honshu
Hyogo-ken,1955.75,3620947,Kobe-shi,Kansai,8396.16,Honshu
Hyogo-ken,1960.75,3906487,Kobe-shi,Kansai,8396.16,Honshu
Hyogo-ken,1965.75,4309944,Kobe-shi,Kansai,8396.16,Honshu
Hyogo-ken,1970.75,4667928,Kobe-shi,Kansai,8396.16,Honshu
Hyogo-ken,1975.75,4992140,Kobe-shi,Kansai,8396.16,Honshu
Hyogo-ken,1980.75,5144892,Kobe-shi,Kansai,8396.16,Honshu
Hyogo-ken,1985.75,5278050,Kobe-shi,Kansai,8396.16,Honshu
Hyogo-ken,1990.75,5405040,Kobe-shi,Kansai,8396.16,Honshu
Hyogo-ken,1995.75,5401877,Kobe-shi,Kansai,8396.16,Honshu
Hyogo-ken,2000.75,5550574,Kobe-shi,Kansai,8396.16,Honshu
Hyogo-ken,2005.75,5590601,Kobe-shi,Kansai,8396.16,Honshu
Hyogo-ken,2010.75,5588133,Kobe-shi,Kansai,8396.16,Honshu
Hyogo-ken,2015.75,5536989,Kobe-shi,Kansai,8396.16,Honshu
Ibaraki-ken,1872.1667,837014,Mito-shi,Kanto,6095.72,Honshu
Ibaraki-ken,1873,842730,Mito-shi,Kanto,6095.72,Honshu
Ibaraki-ken,1874,854112,Mito-shi,Kanto,6095.72,Honshu
Ibaraki-ken,1875,863388,Mito-shi,Kanto,6095.72,Honshu
Ibaraki-ken,1876,1243958,Mito-shi,Kanto,6095.72,Honshu
Ibaraki-ken,1877,867701,Mito-shi,Kanto,6095.72,Honshu
Ibaraki-ken,1878,875491,Mito-shi,Kanto,6095.72,Honshu
Ibaraki-ken,1879,887957,Mito-shi,Kanto,6095.72,Honshu
Ibaraki-ken,1880,894376,Mito-shi,Kanto,6095.72,Honshu
Ibaraki-ken,1881,906073,Mito-shi,Kanto,6095.72,Honshu
Ibaraki-ken,1882,916739,Mito-shi,Kanto,6095.72,Honshu
Ibaraki-ken,1883,920876,Mito-shi,Kanto,6095.72,Honshu
Ibaraki-ken,1884,929747,Mito-shi,Kanto,6095.72,Honshu
Ibaraki-ken,1885,938377,Mito-shi,Kanto,6095.72,Honshu
Ibaraki-ken,1886,948161,Mito-shi,Kanto,6095.72,Honshu
Ibaraki-ken,1886.9167,967480,Mito-shi,Kanto,6095.72,Honshu
Ibaraki-ken,1887.9167,980803,Mito-shi,Kanto,6095.72,Honshu
Ibaraki-ken,1888.9167,998976,Mito-shi,Kanto,6095.72,Honshu
Ibaraki-ken,1889.9167,1014354,Mito-shi,Kanto,6095.72,Honshu
Ibaraki-ken,1890.9167,1025497,Mito-shi,Kanto,6095.72,Honshu
Ibaraki-ken,1891.9167,1034620,Mito-shi,Kanto,6095.72,Honshu
Ibaraki-ken,1892.9167,1046682,Mito-shi,Kanto,6095.72,Honshu
Ibaraki-ken,1893.9167,1058369,Mito-shi,Kanto,6095.72,Honshu
Ibaraki-ken,1894.9167,1069316,Mito-shi,Kanto,6095.72,Honshu
Ibaraki-ken,1895.9167,1085445,Mito-shi,Kanto,6095.72,Honshu
Ibaraki-ken,1896.9167,1101540,Mito-shi,Kanto,6095.72,Honshu
Ibaraki-ken,1897.9167,1115269,Mito-shi,Kanto,6095.72,Honshu
Ibaraki-ken,1898.9167,1149594,Mito-shi,Kanto,6095.72,Honshu
Ibaraki-ken,1903.9167,1200475,Mito-shi,Kanto,6095.72,Honshu
Ibaraki-ken,1908.9167,1259995,Mito-shi,Kanto,6095.72,Honshu
Ibaraki-ken,1913.9167,1328329,Mito-shi,Kanto,6095.72,Honshu
Ibaraki-ken,1918.9167,1407735,Mito-shi,Kanto,6095.72,Honshu
Ibaraki-ken,1920.75,1350400,Mito-shi,Kanto,6095.72,Honshu
Ibaraki-ken,1925.75,1409092,Mito-shi,Kanto,6095.72,Honshu
Ibaraki-ken,1930.75,1487097,Mito-shi,Kanto,6095.72,Honshu
Ibaraki-ken,1935.75,1548991,Mito-shi,Kanto,6095.72,Honshu
Ibaraki-ken,1940.75,1620000,Mito-shi,Kanto,6095.72,Honshu
Ibaraki-ken,1944.25,1656678,Mito-shi,Kanto,6095.72,Honshu
Ibaraki-ken,1945.8333,1944344,Mito-shi,Kanto,6095.72,Honshu
Ibaraki-ken,1946.3333,1940833,Mito-shi,Kanto,6095.72,Honshu
Ibaraki-ken,1947.75,2013735,Mito-shi,Kanto,6095.72,Honshu
Ibaraki-ken,1948.5833,2044578,Mito-shi,Kanto,6095.72,Honshu
Ibaraki-ken,1950.75,2039418,Mito-shi,Kanto,6095.72,Honshu
Ibaraki-ken,1955.75,2064037,Mito-shi,Kanto,6095.72,Honshu
Ibaraki-ken,1960.75,2047024,Mito-shi,Kanto,6095.72,Honshu
Ibaraki-ken,1965.75,2056154,Mito-shi,Kanto,6095.72,Honshu
Ibaraki-ken,1970.75,2143551,Mito-shi,Kanto,6095.72,Honshu
Ibaraki-ken,1975.75,2342198,Mito-shi,Kanto,6095.72,Honshu
Ibaraki-ken,1980.75,2558007,Mito-shi,Kanto,6095.72,Honshu
Ibaraki-ken,1985.75,2725005,Mito-shi,Kanto,6095.72,Honshu
Ibaraki-ken,1990.75,2845382,Mito-shi,Kanto,6095.72,Honshu
Ibaraki-ken,1995.75,2955530,Mito-shi,Kanto,6095.72,Honshu
Ibaraki-ken,2000.75,2985676,Mito-shi,Kanto,6095.72,Honshu
Ibaraki-ken,2005.75,2975167,Mito-shi,Kanto,6095.72,Honshu
Ibaraki-ken,2010.75,2969770,Mito-shi,Kanto,6095.72,Honshu
Ibaraki-ken,2015.75,2917857,Mito-shi,Kanto,6095.72,Honshu
Ishikawa-ken,1872.1667,800868,Kanazawa-shi,Chubu,4185.67,Honshu
Ishikawa-ken,1873,669647,Kanazawa-shi,Chubu,4185.67,Honshu
Ishikawa-ken,1874,686249,Kanazawa-shi,Chubu,4185.67,Honshu
Ishikawa-ken,1875,691735,Kanazawa-shi,Chubu,4185.67,Honshu
Ishikawa-ken,1876,696429,Kanazawa-shi,Chubu,4185.67,Honshu
Ishikawa-ken,1877,1806509,Kanazawa-shi,Chubu,4185.67,Honshu
Ishikawa-ken,1878,1825507,Kanazawa-shi,Chubu,4185.67,Honshu
Ishikawa-ken,1879,1852811,Kanazawa-shi,Chubu,4185.67,Honshu
Ishikawa-ken,1880,1833778,Kanazawa-shi,Chubu,4185.67,Honshu
Ishikawa-ken,1881,1856402,Kanazawa-shi,Chubu,4185.67,Honshu
Ishikawa-ken,1882,1412802,Kanazawa-shi,Chubu,4185.67,Honshu
Ishikawa-ken,1883,1428073,Kanazawa-shi,Chubu,4185.67,Honshu
Ishikawa-ken,1884,735478,Kanazawa-shi,Chubu,4185.67,Honshu
Ishikawa-ken,1885,740362,Kanazawa-shi,Chubu,4185.67,Honshu
Ishikawa-ken,1886,739141,Kanazawa-shi,Chubu,4185.67,Honshu
Ishikawa-ken,1886.9167,728974,Kanazawa-shi,Chubu,4185.67,Honshu
Ishikawa-ken,1887.9167,737224,Kanazawa-shi,Chubu,4185.67,Honshu
Ishikawa-ken,1888.9167,745110,Kanazawa-shi,Chubu,4185.67,Honshu
Ishikawa-ken,1889.9167,751605,Kanazawa-shi,Chubu,4185.67,Honshu
Ishikawa-ken,1890.9167,753337,Kanazawa-shi,Chubu,4185.67,Honshu
Ishikawa-ken,1891.9167,753445,Kanazawa-shi,Chubu,4185.67,Honshu
Ishikawa-ken,1892.9167,753886,Kanazawa-shi,Chubu,4185.67,Honshu
Ishikawa-ken,1893.9167,753871,Kanazawa-shi,Chubu,4185.67,Honshu
Ishikawa-ken,1894.9167,752202,Kanazawa-shi,Chubu,4185.67,Honshu
Ishikawa-ken,1895.9167,754120,Kanazawa-shi,Chubu,4185.67,Honshu
Ishikawa-ken,1896.9167,755734,Kanazawa-shi,Chubu,4185.67,Honshu
Ishikawa-ken,1897.9167,749775,Kanazawa-shi,Chubu,4185.67,Honshu
Ishikawa-ken,1898.9167,751320,Kanazawa-shi,Chubu,4185.67,Honshu
Ishikawa-ken,1903.9167,768155,Kanazawa-shi,Chubu,4185.67,Honshu
Ishikawa-ken,1908.9167,780150,Kanazawa-shi,Chubu,4185.67,Honshu
Ishikawa-ken,1913.9167,805266,Kanazawa-shi,Chubu,4185.67,Honshu
Ishikawa-ken,1918.9167,802835,Kanazawa-shi,Chubu,4185.67,Honshu
Ishikawa-ken,1920.75,747360,Kanazawa-shi,Chubu,4185.67,Honshu
Ishikawa-ken,1925.75,750854,Kanazawa-shi,Chubu,4185.67,Honshu
Ishikawa-ken,1930.75,756835,Kanazawa-shi,Chubu,4185.67,Honshu
Ishikawa-ken,1935.75,768416,Kanazawa-shi,Chubu,4185.67,Honshu
Ishikawa-ken,1940.75,757676,Kanazawa-shi,Chubu,4185.67,Honshu
Ishikawa-ken,1944.25,743672,Kanazawa-shi,Chubu,4185.67,Honshu
Ishikawa-ken,1945.8333,887510,Kanazawa-shi,Chubu,4185.67,Honshu
Ishikawa-ken,1946.3333,877197,Kanazawa-shi,Chubu,4185.67,Honshu
Ishikawa-ken,1947.75,927743,Kanazawa-shi,Chubu,4185.67,Honshu
Ishikawa-ken,1948.5833,941772,Kanazawa-shi,Chubu,4185.67,Honshu
Ishikawa-ken,1950.75,957279,Kanazawa-shi,Chubu,4185.67,Honshu
Ishikawa-ken,1955.75,966187,Kanazawa-shi,Chubu,4185.67,Honshu
Ishikawa-ken,1960.75,973418,Kanazawa-shi,Chubu,4185.67,Honshu
Ishikawa-ken,1965.75,980499,Kanazawa-shi,Chubu,4185.67,Honshu
Ishikawa-ken,1970.75,1002420,Kanazawa-shi,Chubu,4185.67,Honshu
Ishikawa-ken,1975.75,1069872,Kanazawa-shi,Chubu,4185.67,Honshu
Ishikawa-ken,1980.75,1119304,Kanazawa-shi,Chubu,4185.67,Honshu
Ishikawa-ken,1985.75,1152325,Kanazawa-shi,Chubu,4185.67,Honshu
Ishikawa-ken,1990.75,1164628,Kanazawa-shi,Chubu,4185.67,Honshu
Ishikawa-ken,1995.75,1180068,Kanazawa-shi,Chubu,4185.67,Honshu
Ishikawa-ken,2000.75,1180977,Kanazawa-shi,Chubu,4185.67,Honshu
Ishikawa-ken,2005.75,1174026,Kanazawa-shi,Chubu,4185.67,Honshu
Ishikawa-ken,2010.75,1169788,Kanazawa-shi,Chubu,4185.67,Honshu
Ishikawa-ken,2015.75,1154343,Kanazawa-shi,Chubu,4185.67,Honshu
Iwate-ken,1872.1667,692048,Morioka-shi,Tohoku,15278.89,Honshu
Iwate-ken,1873,696810,Morioka-shi,Tohoku,15278.89,Honshu
Iwate-ken,1874,701041,Morioka-shi,Tohoku,15278.89,Honshu
Iwate-ken,1875,703843,Morioka-shi,Tohoku,15278.89,Honshu
Iwate-ken,1876,327924,Morioka-shi,Tohoku,15278.89,Honshu
Iwate-ken,1877,578297,Morioka-shi,Tohoku,15278.89,Honshu
Iwate-ken,1878,579249,Morioka-shi,Tohoku,15278.89,Honshu
Iwate-ken,1879,592294,Morioka-shi,Tohoku,15278.89,Honshu
Iwate-ken,1880,591881,Morioka-shi,Tohoku,15278.89,Honshu
Iwate-ken,1881,598132,Morioka-shi,Tohoku,15278.89,Honshu
Iwate-ken,1882,605538,Morioka-shi,Tohoku,15278.89,Honshu
Iwate-ken,1883,611735,Morioka-shi,Tohoku,15278.89,Honshu
Iwate-ken,1884,615616,Morioka-shi,Tohoku,15278.89,Honshu
Iwate-ken,1885,622426,Morioka-shi,Tohoku,15278.89,Honshu
Iwate-ken,1886,628591,Morioka-shi,Tohoku,15278.89,Honshu
Iwate-ken,1886.9167,641395,Morioka-shi,Tohoku,15278.89,Honshu
Iwate-ken,1887.9167,651989,Morioka-shi,Tohoku,15278.89,Honshu
Iwate-ken,1888.9167,656047,Morioka-shi,Tohoku,15278.89,Honshu
Iwate-ken,1889.9167,667115,Morioka-shi,Tohoku,15278.89,Honshu
Iwate-ken,1890.9167,671956,Morioka-shi,Tohoku,15278.89,Honshu
Iwate-ken,1891.9167,676665,Morioka-shi,Tohoku,15278.89,Honshu
Iwate-ken,1892.9167,682996,Morioka-shi,Tohoku,15278.89,Honshu
Iwate-ken,1893.9167,690456,Morioka-shi,Tohoku,15278.89,Honshu
Iwate-ken,1894.9167,693730,Morioka-shi,Tohoku,15278.89,Honshu
Iwate-ken,1895.9167,702915,Morioka-shi,Tohoku,15278.89,Honshu
Iwate-ken,1896.9167,694867,Morioka-shi,Tohoku,15278.89,Honshu
Iwate-ken,1897.9167,702750,Morioka-shi,Tohoku,15278.89,Honshu
Iwate-ken,1898.9167,718737,Morioka-shi,Tohoku,15278.89,Honshu
Iwate-ken,1903.9167,748752,Morioka-shi,Tohoku,15278.89,Honshu
Iwate-ken,1908.9167,776714,Morioka-shi,Tohoku,15278.89,Honshu
Iwate-ken,1913.9167,835415,Morioka-shi,Tohoku,15278.89,Honshu
Iwate-ken,1918.9167,869652,Morioka-shi,Tohoku,15278.89,Honshu
Iwate-ken,1920.75,845540,Morioka-shi,Tohoku,15278.89,Honshu
Iwate-ken,1925.75,900984,Morioka-shi,Tohoku,15278.89,Honshu
Iwate-ken,1930.75,975771,Morioka-shi,Tohoku,15278.89,Honshu
Iwate-ken,1935.75,1046111,Morioka-shi,Tohoku,15278.89,Honshu
Iwate-ken,1940.75,1095793,Morioka-shi,Tohoku,15278.89,Honshu
Iwate-ken,1944.25,1104049,Morioka-shi,Tohoku,15278.89,Honshu
Iwate-ken,1945.8333,1227789,Morioka-shi,Tohoku,15278.89,Honshu
Iwate-ken,1946.3333,1217154,Morioka-shi,Tohoku,15278.89,Honshu
Iwate-ken,1947.75,1262743,Morioka-shi,Tohoku,15278.89,Honshu
Iwate-ken,1948.5833,1294203,Morioka-shi,Tohoku,15278.89,Honshu
Iwate-ken,1950.75,1346728,Morioka-shi,Tohoku,15278.89,Honshu
Iwate-ken,1955.75,1427097,Morioka-shi,Tohoku,15278.89,Honshu
Iwate-ken,1960.75,1448517,Morioka-shi,Tohoku,15278.89,Honshu
Iwate-ken,1965.75,1411118,Morioka-shi,Tohoku,15278.89,Honshu
Iwate-ken,1970.75,1371383,Morioka-shi,Tohoku,15278.89,Honshu
Iwate-ken,1975.75,1385563,Morioka-shi,Tohoku,15278.89,Honshu
Iwate-ken,1980.75,1421927,Morioka-shi,Tohoku,15278.89,Honshu
Iwate-ken,1985.75,1433611,Morioka-shi,Tohoku,15278.89,Honshu
Iwate-ken,1990.75,1416928,Morioka-shi,Tohoku,15278.89,Honshu
Iwate-ken,1995.75,1419505,Morioka-shi,Tohoku,15278.89,Honshu
Iwate-ken,2000.75,1416180,Morioka-shi,Tohoku,15278.89,Honshu
Iwate-ken,2005.75,1385041,Morioka-shi,Tohoku,15278.89,Honshu
Iwate-ken,2010.75,1330147,Morioka-shi,Tohoku,15278.89,Honshu
Iwate-ken,2015.75,1279814,Morioka-shi,Tohoku,15278.89,Honshu
Kagawa-ken,1872.1667,559712,Takamatsu-shi,Shikoku,1876.55,Shikoku
Kagawa-ken,1873,564351,Takamatsu-shi,Shikoku,1876.55,Shikoku
Kagawa-ken,1874,NA,Takamatsu-shi,Shikoku,1876.55,Shikoku
Kagawa-ken,1875,NA,Takamatsu-shi,Shikoku,1876.55,Shikoku
Kagawa-ken,1876,591584,Takamatsu-shi,Shikoku,1876.55,Shikoku
Kagawa-ken,1877,NA,Takamatsu-shi,Shikoku,1876.55,Shikoku
Kagawa-ken,1878,NA,Takamatsu-shi,Shikoku,1876.55,Shikoku
Kagawa-ken,1879,NA,Takamatsu-shi,Shikoku,1876.55,Shikoku
Kagawa-ken,1880,NA,Takamatsu-shi,Shikoku,1876.55,Shikoku
Kagawa-ken,1881,NA,Takamatsu-shi,Shikoku,1876.55,Shikoku
Kagawa-ken,1882,NA,Takamatsu-shi,Shikoku,1876.55,Shikoku
Kagawa-ken,1883,NA,Takamatsu-shi,Shikoku,1876.55,Shikoku
Kagawa-ken,1884,NA,Takamatsu-shi,Shikoku,1876.55,Shikoku
Kagawa-ken,1885,NA,Takamatsu-shi,Shikoku,1876.55,Shikoku
Kagawa-ken,1886,NA,Takamatsu-shi,Shikoku,1876.55,Shikoku
Kagawa-ken,1886.9167,NA,Takamatsu-shi,Shikoku,1876.55,Shikoku
Kagawa-ken,1887.9167,NA,Takamatsu-shi,Shikoku,1876.55,Shikoku
Kagawa-ken,1888.9167,660484,Takamatsu-shi,Shikoku,1876.55,Shikoku
Kagawa-ken,1889.9167,668548,Takamatsu-shi,Shikoku,1876.55,Shikoku
Kagawa-ken,1890.9167,672557,Takamatsu-shi,Shikoku,1876.55,Shikoku
Kagawa-ken,1891.9167,673004,Takamatsu-shi,Shikoku,1876.55,Shikoku
Kagawa-ken,1892.9167,675940,Takamatsu-shi,Shikoku,1876.55,Shikoku
Kagawa-ken,1893.9167,675237,Takamatsu-shi,Shikoku,1876.55,Shikoku
Kagawa-ken,1894.9167,671638,Takamatsu-shi,Shikoku,1876.55,Shikoku
Kagawa-ken,1895.9167,674600,Takamatsu-shi,Shikoku,1876.55,Shikoku
Kagawa-ken,1896.9167,673378,Takamatsu-shi,Shikoku,1876.55,Shikoku
Kagawa-ken,1897.9167,676681,Takamatsu-shi,Shikoku,1876.55,Shikoku
Kagawa-ken,1898.9167,694280,Takamatsu-shi,Shikoku,1876.55,Shikoku
Kagawa-ken,1903.9167,711603,Takamatsu-shi,Shikoku,1876.55,Shikoku
Kagawa-ken,1908.9167,729563,Takamatsu-shi,Shikoku,1876.55,Shikoku
Kagawa-ken,1913.9167,759556,Takamatsu-shi,Shikoku,1876.55,Shikoku
Kagawa-ken,1918.9167,714374,Takamatsu-shi,Shikoku,1876.55,Shikoku
Kagawa-ken,1920.75,677852,Takamatsu-shi,Shikoku,1876.55,Shikoku
Kagawa-ken,1925.75,700308,Takamatsu-shi,Shikoku,1876.55,Shikoku
Kagawa-ken,1930.75,732816,Takamatsu-shi,Shikoku,1876.55,Shikoku
Kagawa-ken,1935.75,748656,Takamatsu-shi,Shikoku,1876.55,Shikoku
Kagawa-ken,1940.75,730394,Takamatsu-shi,Shikoku,1876.55,Shikoku
Kagawa-ken,1944.25,713134,Takamatsu-shi,Shikoku,1876.55,Shikoku
Kagawa-ken,1945.8333,863700,Takamatsu-shi,Shikoku,1876.55,Shikoku
Kagawa-ken,1946.3333,872312,Takamatsu-shi,Shikoku,1876.55,Shikoku
Kagawa-ken,1947.75,917673,Takamatsu-shi,Shikoku,1876.55,Shikoku
Kagawa-ken,1948.5833,934123,Takamatsu-shi,Shikoku,1876.55,Shikoku
Kagawa-ken,1950.75,946022,Takamatsu-shi,Shikoku,1876.55,Shikoku
Kagawa-ken,1955.75,943823,Takamatsu-shi,Shikoku,1876.55,Shikoku
Kagawa-ken,1960.75,918867,Takamatsu-shi,Shikoku,1876.55,Shikoku
Kagawa-ken,1965.75,900845,Takamatsu-shi,Shikoku,1876.55,Shikoku
Kagawa-ken,1970.75,907897,Takamatsu-shi,Shikoku,1876.55,Shikoku
Kagawa-ken,1975.75,961292,Takamatsu-shi,Shikoku,1876.55,Shikoku
Kagawa-ken,1980.75,999864,Takamatsu-shi,Shikoku,1876.55,Shikoku
Kagawa-ken,1985.75,1022569,Takamatsu-shi,Shikoku,1876.55,Shikoku
Kagawa-ken,1990.75,1023412,Takamatsu-shi,Shikoku,1876.55,Shikoku
Kagawa-ken,1995.75,1027006,Takamatsu-shi,Shikoku,1876.55,Shikoku
Kagawa-ken,2000.75,1022890,Takamatsu-shi,Shikoku,1876.55,Shikoku
Kagawa-ken,2005.75,1012400,Takamatsu-shi,Shikoku,1876.55,Shikoku
Kagawa-ken,2010.75,995842,Takamatsu-shi,Shikoku,1876.55,Shikoku
Kagawa-ken,2015.75,976756,Takamatsu-shi,Shikoku,1876.55,Shikoku
Kagoshima-ken,1872.1667,670864,Kagoshima-shi,Kyushu,9188.82,Kyushu
Kagoshima-ken,1873,806902,Kagoshima-shi,Kyushu,9188.82,Kyushu
Kagoshima-ken,1874,812327,Kagoshima-shi,Kyushu,9188.82,Kyushu
Kagoshima-ken,1875,813692,Kagoshima-shi,Kyushu,9188.82,Kyushu
Kagoshima-ken,1876,820654,Kagoshima-shi,Kyushu,9188.82,Kyushu
Kagoshima-ken,1877,1218383,Kagoshima-shi,Kyushu,9188.82,Kyushu
Kagoshima-ken,1878,1219942,Kagoshima-shi,Kyushu,9188.82,Kyushu
Kagoshima-ken,1879,1261909,Kagoshima-shi,Kyushu,9188.82,Kyushu
Kagoshima-ken,1880,1270463,Kagoshima-shi,Kyushu,9188.82,Kyushu
Kagoshima-ken,1881,1279631,Kagoshima-shi,Kyushu,9188.82,Kyushu
Kagoshima-ken,1882,1290281,Kagoshima-shi,Kyushu,9188.82,Kyushu
Kagoshima-ken,1883,1291586,Kagoshima-shi,Kyushu,9188.82,Kyushu
Kagoshima-ken,1884,935094,Kagoshima-shi,Kyushu,9188.82,Kyushu
Kagoshima-ken,1885,933196,Kagoshima-shi,Kyushu,9188.82,Kyushu
Kagoshima-ken,1886,941063,Kagoshima-shi,Kyushu,9188.82,Kyushu
Kagoshima-ken,1886.9167,943088,Kagoshima-shi,Kyushu,9188.82,Kyushu
Kagoshima-ken,1887.9167,962219,Kagoshima-shi,Kyushu,9188.82,Kyushu
Kagoshima-ken,1888.9167,985271,Kagoshima-shi,Kyushu,9188.82,Kyushu
Kagoshima-ken,1889.9167,998153,Kagoshima-shi,Kyushu,9188.82,Kyushu
Kagoshima-ken,1890.9167,1005816,Kagoshima-shi,Kyushu,9188.82,Kyushu
Kagoshima-ken,1891.9167,1014560,Kagoshima-shi,Kyushu,9188.82,Kyushu
Kagoshima-ken,1892.9167,1024598,Kagoshima-shi,Kyushu,9188.82,Kyushu
Kagoshima-ken,1893.9167,1036863,Kagoshima-shi,Kyushu,9188.82,Kyushu
Kagoshima-ken,1894.9167,1042962,Kagoshima-shi,Kyushu,9188.82,Kyushu
Kagoshima-ken,1895.9167,1058171,Kagoshima-shi,Kyushu,9188.82,Kyushu
Kagoshima-ken,1896.9167,1069752,Kagoshima-shi,Kyushu,9188.82,Kyushu
Kagoshima-ken,1897.9167,1083745,Kagoshima-shi,Kyushu,9188.82,Kyushu
Kagoshima-ken,1898.9167,1104220,Kagoshima-shi,Kyushu,9188.82,Kyushu
Kagoshima-ken,1903.9167,1184143,Kagoshima-shi,Kyushu,9188.82,Kyushu
Kagoshima-ken,1908.9167,1275465,Kagoshima-shi,Kyushu,9188.82,Kyushu
Kagoshima-ken,1913.9167,1397387,Kagoshima-shi,Kyushu,9188.82,Kyushu
Kagoshima-ken,1918.9167,1462497,Kagoshima-shi,Kyushu,9188.82,Kyushu
Kagoshima-ken,1920.75,1415582,Kagoshima-shi,Kyushu,9188.82,Kyushu
Kagoshima-ken,1925.75,1472193,Kagoshima-shi,Kyushu,9188.82,Kyushu
Kagoshima-ken,1930.75,1556690,Kagoshima-shi,Kyushu,9188.82,Kyushu
Kagoshima-ken,1935.75,1591466,Kagoshima-shi,Kyushu,9188.82,Kyushu
Kagoshima-ken,1940.75,1589467,Kagoshima-shi,Kyushu,9188.82,Kyushu
Kagoshima-ken,1944.25,1594009,Kagoshima-shi,Kyushu,9188.82,Kyushu
Kagoshima-ken,1945.8333,1538466,Kagoshima-shi,Kyushu,9188.82,Kyushu
Kagoshima-ken,1946.3333,1629760,Kagoshima-shi,Kyushu,9188.82,Kyushu
Kagoshima-ken,1947.75,1746305,Kagoshima-shi,Kyushu,9188.82,Kyushu
Kagoshima-ken,1948.5833,1766514,Kagoshima-shi,Kyushu,9188.82,Kyushu
Kagoshima-ken,1950.75,1804118,Kagoshima-shi,Kyushu,9188.82,Kyushu
Kagoshima-ken,1955.75,2044112,Kagoshima-shi,Kyushu,9188.82,Kyushu
Kagoshima-ken,1960.75,1963104,Kagoshima-shi,Kyushu,9188.82,Kyushu
Kagoshima-ken,1965.75,1853541,Kagoshima-shi,Kyushu,9188.82,Kyushu
Kagoshima-ken,1970.75,1729150,Kagoshima-shi,Kyushu,9188.82,Kyushu
Kagoshima-ken,1975.75,1723902,Kagoshima-shi,Kyushu,9188.82,Kyushu
Kagoshima-ken,1980.75,1784623,Kagoshima-shi,Kyushu,9188.82,Kyushu
Kagoshima-ken,1985.75,1819270,Kagoshima-shi,Kyushu,9188.82,Kyushu
Kagoshima-ken,1990.75,1797824,Kagoshima-shi,Kyushu,9188.82,Kyushu
Kagoshima-ken,1995.75,1794224,Kagoshima-shi,Kyushu,9188.82,Kyushu
