,Price,Make,Model,Year,Mileage,Fuel Type,Body Type,Engine Size (Litres),Power
744,5995.0,Nissan,Juke,2010,209761.3756,Diesel,SUV,1.5,
745,11950.0,Skoda,Fabia,2016,80000.0,Petrol,Hatchback,1.0,75.0
746,6500.0,Volkswagen,Polo,2012,180277.0,Petrol,Hatchback,1.2,60.0
747,23950.0,Volkswagen,Passat,2018,,Diesel,Saloon,1.6,120.0
748,7450.0,Honda,Insight,2011,53000.0,Petrol Hybrid,Hatchback,1.3,98.0
749,6500.0,BMW,3-Series,2008,300000.0,Petrol,Saloon,2.0,
750,10950.0,Volkswagen,Golf,2011,195534.81,Petrol,Cabriolet,1.2,105.0
751,8950.0,Ford,Kuga,2014,354054.8,Diesel,Pick Up,2.0,
752,17950.0,Volkswagen,Transporter,2015,231744.96,Diesel,Van,2.0,
753,3900.0,Fiat,Panda,2010,141621.92,Petrol,Hatchback,1.1,
754,8950.0,Skoda,Octavia,2014,313821.3,Diesel,Saloon,1.6,105.0
755,7950.0,Volkswagen,Golf,1991,305774.6,Petrol,Hatchback,1.8,
756,30950.0,Volkswagen,Golf,2016,160934.0,Petrol,Hatchback,2.0,300.0
757,16450.0,Toyota,Auris,2018,109435.12,Diesel,Hatchback,1.4,90.0
758,6950.0,Mercedes,Other,2009,392678.96,Diesel,Van,2.1,
759,3950.0,Opel,Insignia,2011,321868.0,Diesel,Hatchback,2.0,160.0
760,3750.0,Skoda,Octavia,2012,490848.7,Diesel,Estate,2.0,140.0
761,26950.0,Volkswagen,Golf,2015,183464.76,Petrol,Hatchback,2.0,
762,12950.0,Renault,Trafic,2016,289681.2,Diesel,Van,1.6,
763,6950.0,Opel,Insignia,2015,321868.0,Diesel,Hatchback,2.0,
764,7950.0,SEAT,Altea,2015,225307.6,Diesel,MPV,1.6,105.0
765,2950.0,Ford,Focus,2009,321868.0,Diesel,Hatchback,1.8,
766,28945.0,Hyundai,i30,2022,16697.0,Diesel,Hatchback,1.6,110.0
767,23950.0,Nissan,Qashqai,2018,77543.0,Diesel,MPV,1.5,110.0
768,16950.0,Volvo,V40,2017,72000.0,Diesel,Hatchback,2.0,120.0
769,7450.0,Peugeot,207,2017,96560.4,Diesel,Van,,
771,28450.0,Skoda,Superb,2019,106828.0,Diesel,Hatchback,2.0,
772,1700.0,Ford,Transit,2003,130000.0,Diesel,Van,2.0,
773,14950.0,Volkswagen,Crafter,2017,289681.2,Diesel,Van,2.0,
774,2450.0,Peugeot,307,2007,259103.74,Diesel,Hatchback,1.6,
775,13950.0,Nissan,Pulsar,2015,40233.5,Petrol,Hatchback,1.2,115.0
776,3750.0,Renault,Fluence,2012,295000.0,Diesel,Saloon,1.5,90.0
777,9900.0,Mercedes,C-Class,2012,257494.4,Diesel,Saloon,2.1,170.0
778,5450.0,Ford,Transit,2011,297727.9,Diesel,Van,2.4,
779,5450.0,Opel,Insignia,2014,281634.5,Diesel,Saloon,2.0,140.0
780,11950.0,Ford,Transit Connect,2017,114263.14,Diesel,Van,1.5,
781,5450.0,BMW,3-Series,2010,378194.9,Diesel,Saloon,2.0,
782,4950.0,Nissan,Qashqai,2010,181050.75,Diesel,Hatchback,1.5,
783,19950.0,Volkswagen,Golf,2018,93341.72,Diesel,Hatchback,1.6,
784,11450.0,Mini,ONE,2015,140012.58,Petrol,Hatchback,1.2,
785,47000.0,BMW,5-Series,2020,60000.0,Diesel,Saloon,2.0,184.0
787,6450.0,BMW,3-Series,2011,289681.2,Diesel,Saloon,2.0,143.0
789,13950.0,Mini,Cooper,2015,41842.84,Petrol,Hatchback,1.5,
790,8450.0,Toyota,Vitz,2013,94951.06,Petrol,Hatchback,1.3,99.0
791,8950.0,Opel,Movano,2012,250252.37,Diesel,Van,2.3,
792,7950.0,Nissan,NV200,2015,321868.0,Diesel,Van,1.5,
794,6450.0,Ford,Focus,2012,281634.5,Diesel,Hatchback,1.6,95.0
795,12450.0,Audi,A3,2013,265541.1,Diesel,Hatchback,1.6,105.0
796,18950.0,Volkswagen,Crafter,2018,273587.8,Diesel,Van,2.0,
797,16990.0,Dacia,Sandero Stepway,2020,49966.0,Diesel,Crossover,1.5,95.0
798,8995.0,Peugeot,308,2014,101851.0,Diesel,Hatchback,1.6,92.0
799,19950.0,Ford,Kuga,2019,195551.0,Diesel,SUV,1.5,
800,16219.0,Ford,Kuga,2019,195551.0,Diesel,SUV,1.5,
801,43950.0,Toyota,Landcruiser,2018,191452.0,Diesel,SUV,2.8,
802,49900.0,BMW,X5,2018,70810.96,Diesel,SUV,3.0,
803,49990.0,Audi,RS3,2016,66948.544,Petrol,Hatchback,2.5,340.0
805,17950.0,Mercedes,CLA-Class,2014,138258.0,Diesel,Saloon,1.8,136.0
806,64950.0,Lexus,RX,2019,39000.0,Hybrid,Estate,3.5,313.0
807,29945.0,Hyundai,i30,2022,0.0,Petrol,Hatchback,1.0,
808,15950.0,SEAT,Leon,2017,122240.6384,Diesel,Hatchback,1.6,90.0
809,34950.0,BMW,X5,2015,179852.0,Diesel,SUV,2.0,218.0
810,21450.0,Ford,Kuga,2019,165799.0,Diesel,SUV,1.5,
811,22950.0,Skoda,Superb,2019,149258.0,Diesel,Saloon,2.0,150.0
812,12950.0,Volkswagen,Golf,2014,194258.0,Diesel,Hatchback,2.0,150.0
813,10100.0,Mitsubishi,L200,2009,313000.0,Diesel,Crew Cab,2.5,
814,3999.0,Land Rover,Range Rover Sport,2006,299000.0,Diesel,SUV,2.7,
815,22295.0,Renault,Clio,2022,8633.0,Petrol,Hatchback,1.0,
816,6750.0,Hyundai,ix35,2010,260713.08,Diesel,SUV,2.0,
817,1950.0,Vauxhall,Astra,2007,194730.14,Diesel,Hatchback,1.7,
818,2450.0,Toyota,Avensis,2007,254275.72,Diesel,Saloon,2.0,
819,35950.0,Mercedes,A-Class,2020,35000.0,Diesel,Saloon,1.5,116.0
820,20000.0,Ford,Fiesta,2019,32000.0,Petrol,Hatchback,1.0,100.0
821,7450.0,Opel,Zafira,2014,189902.12,Diesel,MPV,1.7,110.0
822,8450.0,Volkswagen,Passat,2012,230135.62,Diesel,Saloon,1.6,105.0
823,8450.0,Nissan,Qashqai+2,2012,164152.68,Diesel,Hatchback,1.5,110.0
824,5950.0,Alfa Romeo,Giulietta,2011,204386.18,Diesel,Hatchback,2.0,170.0
825,4999.0,Mazda,3,2010,175000.0,Diesel,Saloon,1.6,
826,45475.0,Lexus,RX,2016,74000.0,Hybrid,SUV,3.5,313.0
827,3999.0,Chevrolet,Aveo,2011,98169.74,Petrol,Hatchback,1.2,
828,5250.0,Renault,Grand Scenic,2011,175418.06,Diesel,MPV,1.5,110.0
829,4999.0,Opel,Insignia,2011,185074.1,Diesel,Hatchback,2.0,
830,7450.0,Audi,A4,2010,135000.0,Petrol,Saloon,1.8,
831,8999.0,Audi,A4,2012,267150.44,Diesel,Saloon,2.0,143.0
832,4999.0,Nissan,Qashqai,2009,135184.56,Petrol,Hatchback,1.6,
834,7999.0,Honda,Insight,2011,94951.06,Petrol Hybrid,Hatchback,1.3,
835,27950.0,Mercedes,CLA-Class,2018,42001.0,Petrol,Estate,1.6,122.0
836,57999.0,Audi,Q5,2020,29745.43122,Petrol Plug-in Hybrid,SUV,2.0,
837,11995.0,Volkswagen,Golf,2013,189902.12,Diesel,Hatchback,1.6,105.0
838,5750.0,Hyundai,i30,2011,180246.08,Diesel,Estate,1.6,90.0
839,9950.0,Land Rover,Range Rover,2005,210823.54,Diesel,SUV,2.9,
840,1.0,Iveco,Eurocargo,2012,252.0,Diesel,Van,,
841,8450.0,Volkswagen,Scirocco,2010,220479.58,Diesel,Hatchback,2.0,
842,9450.0,Opel,Insignia,2015,225307.6,Diesel,Hatchback,2.0,170.0
843,9450.0,Opel,Insignia,2015,225307.6,Diesel,Hatchback,2.0,
845,4950.0,SEAT,Altea,2011,207604.86,Diesel,MPV,1.6,105.0
847,4999.0,Renault,Grand Megane,2010,156105.98,Diesel,Estate,1.5,
848,3999.0,Ford,Focus,2010,246229.02,Diesel,Hatchback,1.6,
849,13750.0,Opel,Insignia,2018,231744.96,Diesel,Estate,2.0,170.0
850,14900.0,Opel,Combo,2019,80000.0,Diesel,Van,1.6,
852,6750.0,Audi,A6,2010,281634.5,Diesel,Saloon,2.0,
853,7950.0,Hyundai,ix35,2011,199558.16,Diesel,SUV,1.7,115.0
854,6999.0,Volkswagen,CC,2009,202776.84,Diesel,Coupe,2.0,
855,7950.0,BMW,3-Series,2010,218870.24,Diesel,Coupe,2.0,
856,10950.0,Volvo,XC90,2011,263931.76,Diesel,Estate,2.4,200.0
857,32950.0,Renault,Zoe,2022,100.0,Electric,Hatchback,,107.0
858,26999.0,Audi,A4,2017,143954.0,Diesel,Estate,2.0,150.0
859,7450.0,Toyota,Yaris,2012,188292.78,Diesel,Hatchback,1.4,90.0
860,6999.0,Skoda,Superb,2012,271978.46,Diesel,Hatchback,1.6,105.0
861,6950.0,Fiat,500,2011,104607.1,Petrol,Hatchback,1.2,69.0
862,17450.0,Mitsubishi,Outlander,2015,169704.903,Petrol Plug-in Hybrid,SUV,2.0,203.0
863,4999.0,Vauxhall,Insignia,2011,185074.1,Diesel,Hatchback,2.0,
864,7995.0,Fiat,500,2013,56000.0,Petrol,Hatchback,0.9,85.0
865,7450.0,Nissan,Qashqai,2012,196339.48,Diesel,Hatchback,1.5,110.0
866,6995.0,Renault,Fluence,2011,133000.0,Diesel,Saloon,1.5,110.0
867,4999.0,Hyundai,Santa Fe,2008,181855.42,Diesel,SUV,2.2,
868,43950.0,Land Rover,Discovery,2019,120000.0,Diesel,Van,3.0,
869,5450.0,Opel,Insignia,2012,278415.82,Diesel,MPV,2.0,160.0
870,14995.0,Hyundai,i30,2016,103802.43,Diesel,Hatchback,1.6,110.0
871,7995.0,Honda,Insight,2012,156000.0,Petrol Hybrid,Hatchback,1.3,98.0
872,7995.0,DS Automobiles,DS 4,2015,240000.0,Diesel,Hatchback,1.6,120.0
873,10995.0,Peugeot,508,2016,179000.0,Diesel,Saloon,1.6,120.0
874,17750.0,Mercedes,E-Class,2014,172199.38,Diesel,Saloon,2.1,170.0
875,1795.0,Ford,Focus,2005,345000.0,Diesel,Hatchback,1.6,
876,45000.0,Land Rover,Defender,2009,,Diesel,SUV,2.4,
878,19450.0,Ford,Fiesta,2019,31477.0,Petrol,Hatchback,1.0,
879,4695.0,Toyota,Corolla,2011,245000.0,Diesel,Saloon,1.4,90.0
880,3334.5,Nissan,X-Trail,2008,273587.8,Diesel,SUV,2.0,
881,24950.0,Ford,Kuga,2018,120700.5,Diesel,SUV,1.5,
882,7450.0,Peugeot,508,2013,215651.56,Diesel,Saloon,2.0,140.0
883,17900.0,Ford,Kuga,2017,168000.0,Diesel,SUV,1.5,120.0
884,34950.0,Volkswagen,T-Roc,2020,21000.0,Petrol,SUV,1.5,150.0
885,10800.0,Volkswagen,Golf,2013,226000.0,Diesel,Estate,1.6,105.0
886,9950.0,Mercedes,C-Class,2011,203258.0,Diesel,Saloon,2.1,170.0
887,9999.0,Vauxhall,Insignia,2016,180000.0,Diesel,Hatchback,1.6,
888,5950.0,Volkswagen,Golf,2011,292899.88,Diesel,Hatchback,1.6,90.0
890,15950.0,Volkswagen,Golf,2015,178000.0,Diesel,Hatchback,1.6,105.0
893,30500.0,Toyota,Corolla,2022,18000.0,Hybrid,Estate,1.8,122.0
894,20950.0,Ford,Transit,2017,99676.08224,Diesel,Van,2.0,
895,1995.0,Peugeot,307,2006,153000.0,Petrol,Cabriolet,1.6,
896,10995.0,Toyota,Auris,2013,96000.0,Diesel,Hatchback,1.4,90.0
897,450.0,Skoda,Octavia,2007,,Petrol,Hatchback,1.4,
898,10995.0,Honda,Fit,2015,104607.1,Petrol Hybrid,Hatchback,1.5,
901,8350.0,Audi,A1,2011,219000.0,Petrol,Hatchback,1.2,86.0
902,31173.0,Renault,Clio,2022,0.0,Petrol,Hatchback,1.0,100.0
903,15151.5,Mini,Cooper,2019,57080.07112,Petrol,Hatchback,1.5,
904,14000.0,Ford,Mustang Mach ll,1974,,Petrol,Hatchback,2.3,
905,15350.0,Volkswagen,Golf,2016,218736.6648,Diesel,Hatchback,1.6,105.0
906,,Toyota,Landcruiser,2006,278901.0,Diesel,SUV,3.0,
907,,Nissan,Juke,2011,100000.0,Petrol,SUV,1.6,117.0
908,25950.0,Renault,Kadjar,2019,33419.0,Diesel,SUV,1.5,110.0
909,10992.15,Mitsubishi,L200,2010,149668.62,Diesel,Pick Up,2.5,
910,34950.0,Toyota,Landcruiser,2019,106000.0,Diesel,Van,2.8,
911,16900.0,Ford,Focus,2017,101302.0,Diesel,Hatchback,1.5,95.0
912,29495.0,Hyundai,i30,2023,0.0,Petrol,Hatchback,1.0,
913,54950.0,Mercedes,E-Class,2020,28000.0,Diesel,Saloon,1.9,150.0
914,23950.0,Volkswagen,T-CROSS,2019,37442.0,Petrol,Estate,1.0,95.0
915,27450.0,Peugeot,3008,2018,44000.0,Petrol,MPV,1.2,130.0
916,43950.0,Volkswagen,Sharan,2020,40000.0,Diesel,MPV,2.0,150.0
917,23950.0,Toyota,Proace,2022,27120.0,Diesel,Van,1.5,
918,25995.0,Nissan,Qashqai,2018,87161.0,Diesel,MPV,1.5,110.0
919,31950.0,Skoda,Superb,2018,38000.0,Diesel,Saloon,2.0,150.0
920,2395.0,Opel,Zafira,2008,160000.0,Petrol,MPV,1.6,
921,20475.0,Volkswagen,Amarok,2016,125082.7328,Diesel,Pick Up,2.0,
923,20950.0,Volkswagen,Polo,2021,16000.0,Petrol,Hatchback,1.0,80.0
924,9950.0,Mitsubishi,L200,2011,321868.0,Diesel,Crew Cab,2.5,
925,10900.0,Toyota,Prius,2017,131965.88,Petrol Hybrid,Hatchback,1.5,112.0
926,28500.0,KIA,Sorento,2016,88250.0,Diesel,SUV,2.2,200.0
927,5250.0,Volkswagen,Golf,2011,289681.2,Diesel,Hatchback,2.0,140.0
928,20950.0,Audi,A4,2017,178636.74,Diesel,Estate,2.0,
929,53995.0,BMW,X5,2016,155449.3693,Diesel,SUV,3.0,258.0
930,34995.0,Renault,Arkana,2022,8500.0,Petrol,Hatchback,1.6,145.0
931,28450.0,Ford,S-MAX,2017,109210.0,Diesel,MPV,2.0,
932,12750.0,Peugeot,308,2017,92546.0,Diesel,Hatchback,1.6,100.0
933,,Nissan,Qashqai,2013,233742.0,Diesel,MPV,1.5,110.0
935,24950.0,Hyundai,Tucson,2018,114262.0,Diesel,MPV,1.7,115.0
936,35950.0,Mercedes,C-Class,2019,108680.0,Diesel,Saloon,1.6,122.0
937,13950.0,Hyundai,ix35,2015,189902.0,Diesel,SUV,1.7,115.0
938,33950.0,Volkswagen,Passat,2020,23335.0,Diesel,Saloon,1.6,
939,32950.0,BMW,4-Series,2018,117482.0,Diesel,Saloon,2.0,190.0
940,40950.0,Volvo,XC60,2017,53913.0,Diesel,SUV,2.0,190.0
943,35168.0,Renault,Captur,2022,0.0,Petrol,Crossover,1.0,90.0
944,,KIA,Ceed,2016,139000.0,Diesel,Estate,1.6,136.0
945,43695.0,Hyundai,Tucson,2022,0.0,Diesel,SUV,1.6,
946,10990.0,Volkswagen,Golf,2012,88513.7,Petrol,Hatchback,1.2,85.0
947,22750.0,Jeep,Compass,2018,77500.0,Petrol,SUV,2.4,170.0
948,20195.0,Hyundai,i10,2022,10.0,Petrol,Hatchback,1.0,
949,22950.0,Hyundai,Kona,2019,8477.0,Petrol,Hatchback,1.0,120.0
950,11999.0,Volkswagen,Golf,2014,209214.2,Diesel,Hatchback,1.6,105.0
951,12999.0,KIA,Optima,2014,167371.36,Diesel,Saloon,1.7,134.0
952,6995.0,Audi,A5,2009,226916.94,Diesel,Coupe,3.0,
953,18999.0,Hyundai,i30,2019,51000.0,Petrol,Hatchback,1.4,100.0
954,15999.0,Hyundai,ix35,2015,129000.0,Diesel,SUV,2.0,136.0
955,20999.0,Mercedes,A-Class,2017,150000.0,Diesel,Hatchback,1.5,109.0
956,3950.0,Nissan,280ZX,1980,,Petrol,Hatchback,2.8,
957,18490.0,Dacia,Duster,2019,107345.0,Diesel,SUV,1.5,115.0
958,26950.0,Mercedes,Sprinter,2018,186079.9375,Diesel,Van,2.1,
959,8999.0,Toyota,Auris,2012,110000.0,Petrol,Hatchback,1.3,101.0
960,7900.0,Volkswagen,Golf,2012,170000.0,Petrol,Estate,1.4,122.0
961,8999.0,Honda,Fit,2013,101000.0,Petrol Hybrid,Hatchback,1.3,
962,9999.0,Ford,Mondeo,2014,132000.0,Diesel,Hatchback,1.6,115.0
963,9999.0,Dacia,Sandero,2016,112000.0,Diesel,Hatchback,1.5,90.0
964,17999.0,Audi,A4,2015,83000.0,Diesel,Saloon,2.0,136.0
965,6999.0,Renault,Megane,2012,220000.0,Diesel,Estate,1.5,105.0
966,6999.0,Opel,Astra,2011,135000.0,Petrol,Hatchback,1.4,100.0
967,7900.0,Ford,Transit,2015,283243.84,Diesel,Van,1.6,
968,5999.0,Ford,Focus,2011,193120.8,Diesel,Hatchback,1.6,109.0
969,15999.0,Hyundai,i30,2017,140000.0,Diesel,Hatchback,1.6,110.0
970,7999.0,Dacia,Duster,2013,130000.0,Diesel,SUV,1.5,107.0
971,6999.0,Mitsubishi,Colt,2012,120000.0,Petrol,MPV,1.1,75.0
972,16200.0,Ford,Kuga,2019,193120.8,Diesel,Van,1.5,
973,8499.0,Vauxhall,Corsa,2014,101000.0,Petrol,Hatchback,1.2,
974,3950.0,Volkswagen,Caddy,2006,299337.24,Diesel,Van,1.9,
975,15999.0,SEAT,Leon,2017,97000.0,Diesel,Hatchback,1.6,90.0
976,13999.0,Peugeot,308,2017,128000.0,Diesel,Estate,1.6,100.0
977,5900.0,Renault,Fluence,2012,175005.0,Diesel,Saloon,1.5,90.0
978,10900.0,SEAT,Toledo,2015,129000.0,Diesel,Saloon,1.6,105.0
979,8500.0,Ford,Fiesta,2015,201100.0,Diesel,Hatchback,1.5,75.0
980,7900.0,Skoda,Citigo,2016,228000.0,Petrol,Hatchback,1.0,60.0
981,,Skoda,Octavia,2016,102000.0,Diesel,Hatchback,2.0,184.0
982,23950.0,Nissan,Qashqai,2018,77000.0,Diesel,Hatchback,1.5,110.0
983,14900.0,Renault,Megane,2017,151000.0,Diesel,Saloon,1.5,110.0
984,23950.0,Renault,Megane,2020,10719.0,Petrol,Hatchback,1.3,140.0
985,36.0,Opel,Movano,2022,,Diesel,Van,,
986,19890.0,Honda,HR-V,2016,117715.1743,Hybrid,Crossover,1.5,
987,30900.0,BMW,5-Series,2018,121600.0,Diesel,Saloon,2.0,190.0
989,16900.0,Opel,Crossland X,2018,59500.0,Petrol,SUV,1.2,81.0
990,13004.0,Renault,Kangoo,2019,130181.0,Diesel,Van,1.5,
991,20995.0,Ford,Focus,2019,99376.745,Diesel,Hatchback,1.5,
992,14900.0,SEAT,Ibiza,2018,75150.0,Petrol,Hatchback,1.0,95.0
993,6750.0,Ford,Fiesta,2017,170000.0,Diesel,Van,1.5,
994,12500.0,Renault,Clio,2017,65247.0,Petrol,Hatchback,1.1,75.0
995,14500.0,Mercedes,S-Class,2012,242651.0,Diesel,Saloon,3.0,
996,8900.0,Peugeot,208,2015,67600.0,Petrol,Hatchback,1.0,68.0
997,32900.0,Nissan,X-Trail,2018,18225.0,Diesel,SUV,1.6,
998,7800.0,Opel,Zafira,2014,181000.0,Diesel,MPV,1.7,110.0
999,41950.0,Volkswagen,Tiguan,2020,57000.0,Diesel,SUV,2.0,150.0
1001,10900.0,Toyota,Aqua,2017,131965.88,Petrol Hybrid,Hatchback,1.5,112.0
1003,13900.0,Honda,Jazz,2017,119100.0,Petrol,Hatchback,1.3,102.0
1004,12250.0,Nissan,Navara,2011,305774.6,Diesel,Crew Cab,2.5,
1005,1575.0,Toyota,Yaris,2005,191511.46,Petrol,Hatchback,1.3,
1006,16995.0,Renault,Captur,2018,81854.25108,Diesel,Hatchback,1.5,90.0
1007,1950.0,Ford,Focus,2007,180339.0,Petrol,Hatchback,1.4,
1008,,Ford,Fiesta,2012,185156.0,Diesel,Hatchback,1.4,70.0
1009,24950.0,Nissan,Qashqai,2019,123012.0,Diesel,MPV,1.5,
1010,64593.0,Audi,A6,2022,15.0,Diesel,Saloon,2.0,
1012,14450.0,KIA,Optima,2015,122000.0,Diesel,Saloon,1.7,134.0
1013,8250.0,Ford,Focus,2013,179000.0,Diesel,Hatchback,1.6,95.0
1014,12700.0,Opel,Astra,2016,114000.0,Diesel,Hatchback,1.6,110.0
1015,15500.0,Volkswagen,Transporter,2018,241401.0,Diesel,Van,2.0,
1016,25995.0,Audi,A6,2017,166000.0,Diesel,Saloon,2.0,150.0
1018,5750.0,Opel,Astra,2013,210239.3496,Diesel,MPV,1.7,110.0
1019,5200.0,Audi,S3,2002,241000.0,Petrol,Hatchback,1.8,
1020,19773.0,Nissan,Navara,2018,122309.84,Diesel,Pick Up,2.3,
1021,4250.0,BMW,5-Series,2007,265541.1,Diesel,Saloon,3.0,
1022,12500.0,BMW,5-Series,2012,162543.34,Diesel,Saloon,2.0,184.0
1023,10950.0,Honda,Fit,2015,112653.8,Petrol,Hatchback,1.3,
1024,10950.0,Nissan,Qashqai,2014,199558.16,Diesel,Hatchback,1.5,110.0
1025,18999.0,Volvo,XC60,2015,186683.44,Diesel,SUV,2.0,190.0
1026,13950.0,Vauxhall,Insignia,2017,197948.82,Diesel,Hatchback,1.6,
1027,9450.0,Hyundai,i30,2014,196339.48,Diesel,Hatchback,1.6,110.0
1028,19950.0,BMW,3-Series,2016,160773.066,Petrol Plug-in Hybrid,Saloon,2.0,
1029,18999.0,Mercedes,C-Class,2016,194730.14,Diesel,Estate,2.1,
1030,8450.0,Renault,Megane,2015,195534.81,Diesel,Estate,1.5,110.0
1031,14999.0,Renault,Megane,2018,154496.64,Diesel,Hatchback,1.5,110.0
1032,21500.0,BMW,X1,2017,162543.34,Diesel,Estate,2.0,
1033,21500.0,Mitsubishi,Outlander,2017,170590.04,Petrol Hybrid,Estate,2.0,
1034,28950.0,Opel,Grandland X,2020,56000.0,Diesel,SUV,1.5,130.0
1035,1850.0,Toyota,Avensis,2007,257494.4,Petrol,Saloon,1.6,
1036,10500.0,Peugeot,Partner,2018,150000.0,Diesel,Van,1.6,
1037,17500.0,Skoda,Octavia,2017,135000.0,Diesel,Hatchback,2.0,150.0
1038,14995.0,Nissan,Figaro,1991,96044.0,Petrol,Cabriolet,1.0,
1039,25990.0,Nissan,Qashqai,2019,80537.81096,Diesel,SUV,1.5,
1040,16900.0,Peugeot,2008,2019,20882.0,Petrol,Estate,1.2,
1041,14650.0,Volkswagen,Passat,2015,154300.0,Diesel,Saloon,1.6,120.0
1043,11950.0,Volkswagen,Jetta,2016,263931.76,Diesel,Saloon,2.0,110.0
1044,4500.0,Land Rover,Discovery,2007,312000.0,Diesel,SUV,2.7,
1046,39995.0,Volvo,XC40,2018,75000.0,Diesel,Estate,2.0,150.0
1047,25290.0,Dacia,Jogger,2022,0.0,Petrol,Crossover,1.0,110.0
1048,31995.0,Volkswagen,Tiguan,2018,87535.0,Diesel,SUV,2.0,150.0
1049,1950.0,Hyundai,Tucson,2006,270000.0,Diesel,SUV,2.0,
1051,2950.0,Isuzu,D-Max,2004,295667.9448,Diesel,Crew Cab,3.0,
1052,36609.0,Volkswagen,Transporter,2023,1.0,Diesel,Van,2.0,
1053,21900.0,Ford,Grand C-MAX,2017,99800.0,Diesel,MPV,2.0,150.0
1054,2995.0,BMW,3-Series,2007,172000.0,Petrol,Saloon,1.6,
1055,7650.0,SEAT,Ibiza,2013,219276.0,Diesel,Estate,1.2,75.0
1056,1234.0,Mini,Cooper,2005,119640.0,Petrol,Hatchback,1.6,
1057,5750.0,Skoda,Octavia,2010,177027.4,Diesel,Hatchback,1.6,
1058,19250.0,Vauxhall,Vivaro,2020,62844.727,Diesel,Van,1.5,
1059,26000.0,Volkswagen,Tiguan,2017,126985.0,Diesel,SUV,2.0,115.0
1060,1550.0,Toyota,Avensis,2007,273587.8,Petrol,Saloon,1.6,
1062,3250.0,BMW,5-Series,2007,283243.84,Diesel,Saloon,2.0,
1063,23950.0,Opel,Grandland X,2019,56149.0,Petrol,MPV,1.2,130.0
1064,,BMW,X3,2018,62518.0,Diesel,SUV,2.0,
1065,8950.0,Nissan,Juke,2012,140000.0,Petrol,SUV,1.6,117.0
1066,43950.0,BMW,5-Series,2018,95000.0,Diesel,Saloon,3.0,265.0
1067,15450.0,Mini,Cooper,2016,115872.48,Diesel,Hatchback,1.5,
1068,14999.0,SEAT,Alhambra,2014,224000.0,Diesel,MPV,2.0,115.0
1069,26999.0,Skoda,Superb,2018,135000.0,Diesel,Saloon,2.0,150.0
1070,7999.0,Volkswagen,Scirocco,2009,224000.0,Diesel,Hatchback,2.0,
1071,14000.0,Nissan,ZX,1992,112653.8,Petrol,Coupe,3.0,
1072,12500.0,Isuzu,Forward N75.190 Auto,2011,260.0,Diesel,Van,5.2,
1073,0.0,Ford,Focus,2006,1.0,Diesel,Van,1.6,
1074,22950.0,Mercedes,C-Class,2015,125000.0,Petrol,Saloon,2.0,184.0
1075,7950.0,Opel,Mokka,2013,114000.0,Diesel,SUV,1.7,130.0
1076,8950.0,Dacia,Sandero Stepway,2015,64000.0,Diesel,Hatchback,1.5,90.0
1077,12000.0,Renault,Master,2015,,Diesel,Van,2.3,
1078,7950.0,Nissan,Qashqai,2012,181855.42,Petrol,Hatchback,1.6,115.0
1079,10900.0,Toyota,Yaris,2013,105000.0,Petrol Hybrid,Hatchback,1.5,100.0
1080,7400.0,Volkswagen,Jetta,2012,196339.48,Diesel,Saloon,1.6,105.0
1081,29950.0,Volkswagen,Touareg,2014,113000.0,Diesel,SUV,3.0,204.0
1082,34500.0,Audi,A6,2019,206494.0,Diesel,Estate,2.0,204.0
1083,13500.0,Toyota,Corolla,2015,109791.0,Diesel,Saloon,1.4,90.0
1084,11500.0,Hyundai,i30,2013,170868.4558,Diesel,Hatchback,1.6,110.0
1085,19000.0,Toyota,Prius,2017,124255.0,Petrol Hybrid,Hatchback,1.8,122.0
1086,5999.0,Renault,Master,2011,200335.0,Diesel,Van,2.3,
1087,59995.0,Volkswagen,ID.5,2022,20.0,Electric,Hatchback,,174.0
1088,6250.0,Toyota,Auris,2009,76671.0,Petrol,Hatchback,1.6,
1089,15999.0,Volkswagen,Golf,2014,121335.0,Petrol,Hatchback,1.4,
1090,1750.0,Nissan,Almera,2004,156482.5656,Petrol,Hatchback,1.5,
1091,11950.0,KIA,Carens,2014,201909.4057,Diesel,MPV,1.7,115.0
1092,13999.0,Volkswagen,Polo,2013,92533.0,Petrol,Hatchback,1.4,
1093,5750.0,SEAT,Ibiza,2010,220956.0,Diesel,Hatchback,1.4,
1094,13999.0,Nissan,Qashqai+2,2014,129657.0,Diesel,MPV,1.6,130.0
1095,10999.0,Hyundai,i30,2013,107042.0,Petrol,MPV,1.4,100.0
1096,11999.0,Volkswagen,Polo,2013,100805.0,Petrol,Hatchback,1.2,105.0
1097,14999.0,Toyota,Avensis,2017,167902.0,Diesel,Saloon,1.6,112.0
1098,7500.0,Peugeot,208,2013,157715.32,Diesel,Hatchback,1.4,68.0
1099,16500.0,KIA,Sportage,2016,155203.0,Diesel,SUV,1.7,
1100,4250.0,Renault,Grand Scenic,2010,208673.0,Diesel,MPV,1.5,
1101,3000.0,Volvo,V50,2008,320070.0,Diesel,Estate,2.0,
1102,17999.0,Skoda,Octavia,2019,149800.0,Petrol,Saloon,1.0,115.0
1103,2300.0,Honda,Civic,2008,333794.0,Petrol,Hatchback,1.8,
1104,22900.0,Toyota,Hilux,2014,191511.46,Diesel,Pick Up,3.0,
1105,5199.0,Citroen,C3,2012,124000.0,Petrol,Hatchback,1.4,75.0
